t,strain,damage,stress,temperature
0.0,-1.7841010155495546e-21,-7.76597836693898e-46,119.64930117092914,904.0968338082484
1.0,-2.634359910222422e-21,-1.7905797081980226e-44,119.64930117092914,904.0968338082484
2.0,-3.2641188251827297e-21,-1.9977747894620188e-45,119.64930117092914,904.0968338082484
3.0,2.5230776250213624e-21,4.535693108226331e-44,119.64930117092914,904.0968338082484
4.0,4.646491833775084e-21,-8.412261935952345e-48,119.64930117092914,904.0968338082484
5.0,3.927107071743683e-22,1.0514625366053597e-45,119.64930117092914,904.0968338082484
6.0,3.942708244959112e-21,-1.6234081723380177e-44,119.64930117092914,904.0968338082484
7.0,4.537557117504497e-21,-3.1916606041486755e-44,119.64930117092914,904.0968338082484
8.0,3.650608363299539e-21,-1.2921647065426594e-44,119.64930117092914,904.0968338082484
9.0,3.154509516423197e-23,-1.6482595311882023e-44,119.64930117092914,904.0968338082484
10.0,-2.6110133028971296e-21,-6.323334100919307e-45,119.64930117092914,904.0968338082484
11.0,3.382378010583996e-21,2.0577474245682865e-44,119.64930117092914,904.0968338082484
12.0,-1.446461490316454e-22,1.3054291389792988e-44,119.64930117092914,904.0968338082484
13.0,4.058696569049728e-21,4.026848063931855e-44,119.64930117092914,904.0968338082484
14.0,1.8686362597467598e-21,-3.6310775088426895e-45,119.64930117092914,904.0968338082484
15.0,-6.779820285879073e-22,-1.1366680167043775e-44,119.64930117092914,904.0968338082484
16.0,1.8803808424858534e-22,-3.2162009740498426e-44,119.64930117092914,904.0968338082484
17.0,2.1941115575213852e-21,4.0286692319679195e-45,119.64930117092914,904.0968338082484
18.0,6.748188925019858e-21,2.4484570220849634e-44,119.64930117092914,904.0968338082484
19.0,-2.690150589275357e-21,6.584034302835694e-45,119.64930117092914,904.0968338082484
20.0,1.2502135296277636e-21,-6.359413646771271e-45,119.64930117092914,904.0968338082484
21.0,-6.885565519922839e-22,2.1256106789672452e-45,119.64930117092914,904.0968338082484
22.0,3.3033264290964893e-21,-2.9474600210720665e-44,119.64930117092914,904.0968338082484
23.0,2.1233598496394053e-21,-1.2423887601926406e-44,119.64930117092914,904.0968338082484
24.0,4.525993617289857e-21,2.4695864767804322e-45,119.64930117092914,904.0968338082484
25.0,-1.3095269375081195e-21,-7.329239941725144e-45,119.64930117092914,904.0968338082484
26.0,-4.151271715241888e-22,-7.941616499524566e-45,119.64930117092914,904.0968338082484
27.0,-3.0155924114127446e-21,8.566966868622267e-45,119.64930117092914,904.0968338082484
28.0,-1.9671915528157606e-22,-5.855503097560512e-45,119.64930117092914,904.0968338082484
29.0,-8.331599024451272e-21,5.602719014437237e-45,119.64930117092914,904.0968338082484
30.0,-2.0185594019006673e-21,3.1573829390769546e-45,119.64930117092914,904.0968338082484
31.0,2.706904734719291e-21,1.8473199420650346e-44,119.64930117092914,904.0968338082484
32.0,1.4088230120785371e-21,2.9348610132645715e-45,119.64930117092914,904.0968338082484
33.0,-9.796730889545131e-23,6.571364281463493e-45,119.64930117092914,904.0968338082484
34.0,2.4950330254096514e-21,1.2005052932340914e-44,119.64930117092914,904.0968338082484
35.0,6.629746214213021e-21,2.728208157466472e-44,119.64930117092914,904.0968338082484
36.0,8.184104864268303e-21,-4.127445340621626e-45,119.64930117092914,904.0968338082484
37.0,1.2668789356569964e-21,1.4097370182931567e-44,119.64930117092914,904.0968338082484
38.0,5.1438083340224325e-21,1.0720856998104666e-46,119.64930117092914,904.0968338082484
39.0,3.721940905003027e-21,-2.0863577258644344e-46,119.64930117092914,904.0968338082484
40.0,-1.9545678680052207e-21,-1.7170086622840754e-44,119.64930117092914,904.0968338082484
41.0,9.766259520377486e-22,2.6937901025853137e-44,119.64930117092914,904.0968338082484
42.0,3.5527708627333325e-21,-1.2838769201969952e-44,119.64930117092914,904.0968338082484
43.0,-1.5016139871110158e-21,4.2463811369757943e-44,119.64930117092914,904.0968338082484
44.0,2.866443180615793e-22,2.5320361055972387e-45,119.64930117092914,904.0968338082484
45.0,2.1348942060224658e-21,1.0161306216196075e-44,119.64930117092914,904.0968338082484
46.0,1.1851571805749386e-20,5.2934301753096967e-45,119.64930117092914,904.0968338082484
48.0,-4.613528884735021e-23,-1.0077463097519446e-44,119.64930117092914,904.0968338082484
49.0,4.703575793656811e-21,-2.342997792156625e-44,119.64930117092914,904.0968338082484
50.0,5.6350413555547456e-21,-3.2736291326266695e-45,119.64930117092914,904.0968338082484
51.0,1.2214394562255133e-21,3.281190478962776e-44,119.64930117092914,904.0968338082484
52.0,7.665177283722623e-21,-9.633069773472661e-45,119.64930117092914,904.0968338082484
53.0,3.739987646536979e-21,-2.485494957674226e-45,119.64930117092914,904.0968338082484
54.0,3.134241215031731e-21,-6.894084367773692e-45,119.64930117092914,904.0968338082484
55.0,5.094470128690512e-21,7.875038514685547e-45,119.64930117092914,904.0968338082484
56.0,2.629614794035179e-21,2.354140708325522e-44,119.64930117092914,904.0968338082484
57.0,7.749122229121738e-21,-7.175837601062663e-45,119.64930117092914,904.0968338082484
58.0,7.59718612127105e-21,7.146946305129012e-45,119.64930117092914,904.0968338082484
59.0,3.489439757750536e-21,3.2295056371736944e-44,119.64930117092914,904.0968338082484
60.0,-1.1279574755075846e-21,5.713751943195244e-45,119.64930117092914,904.0968338082484
61.0,2.425632792193902e-21,2.2245082579963072e-44,119.64930117092914,904.0968338082484
62.0,3.51431664382597e-21,1.5766488640170003e-44,119.64930117092914,904.0968338082484
63.0,8.544952439768923e-21,8.659101418298851e-45,119.64930117092914,904.0968338082484
64.0,1.841887356219827e-21,-9.687738637177948e-45,119.64930117092914,904.0968338082484
65.0,7.932152395793027e-21,1.1025374332436239e-44,119.64930117092914,904.0968338082484
66.0,1.005342103266363e-21,8.729792745929016e-45,119.64930117092914,904.0968338082484
