t,strain,damage,stress,temperature
0.0,1.0807787679509326e-20,3.5003007917682657e-44,123.02712039526375,881.6866382062137
1.0,6.537002709368211e-21,4.554867128874514e-44,123.02712039526375,881.6866382062137
2.0,1.4109459677103756e-20,5.165404612935675e-44,123.02712039526375,881.6866382062137
3.0,3.647216015679161e-21,1.3181793105614994e-44,123.02712039526375,881.6866382062137
4.0,7.662247204889955e-21,8.094495270082393e-45,123.02712039526375,881.6866382062137
5.0,6.831223540329257e-21,-1.1647487739909996e-44,123.02712039526375,881.6866382062137
6.0,1.6430403694122892e-21,1.2867403374016764e-43,123.02712039526375,881.6866382062137
7.0,-1.537321269178782e-21,-2.8929546520069405e-44,123.02712039526375,881.6866382062137
8.0,6.231163287196136e-21,-6.203239349617899e-45,123.02712039526375,881.6866382062137
9.0,5.5467118999794266e-21,4.971768388110019e-44,123.02712039526375,881.6866382062137
10.0,3.7886006062171345e-21,-3.124910528964933e-44,123.02712039526375,881.6866382062137
11.0,-1.5377479456836306e-21,-4.3017842749698657e-44,123.02712039526375,881.6866382062137
12.0,7.936214632954933e-21,6.710739112503823e-44,123.02712039526375,881.6866382062137
13.0,9.544419481431564e-21,1.6290424591833316e-44,123.02712039526375,881.6866382062137
14.0,9.025424295622226e-21,2.0614203962347493e-44,123.02712039526375,881.6866382062137
15.0,5.162156353505565e-21,-3.329702379784374e-44,123.02712039526375,881.6866382062137
16.0,3.728273121653044e-21,4.782497892913629e-44,123.02712039526375,881.6866382062137
17.0,8.574464595763669e-21,-7.071204897910638e-44,123.02712039526375,881.6866382062137
18.0,1.815712999098773e-21,-9.454913780692929e-44,123.02712039526375,881.6866382062137
19.0,-2.818352178072019e-21,-5.64165794917626e-44,123.02712039526375,881.6866382062137
20.0,6.977902985544319e-21,-6.497562245427286e-44,123.02712039526375,881.6866382062137
21.0,2.1499308940332265e-21,-7.570076555869839e-45,123.02712039526375,881.6866382062137
22.0,4.861891903518461e-21,1.2194524839408937e-43,123.02712039526375,881.6866382062137
23.0,7.207833814365909e-21,7.077856057833493e-45,123.02712039526375,881.6866382062137
24.0,1.3652478836403087e-20,-9.532822264944554e-44,123.02712039526375,881.6866382062137
25.0,1.6272411818514705e-21,-1.8214792749898568e-45,123.02712039526375,881.6866382062137
26.0,5.952990841294922e-21,-1.139165565766616e-43,123.02712039526375,881.6866382062137
27.0,8.137744560184605e-21,-3.1039019043893227e-44,123.02712039526375,881.6866382062137
28.0,5.651654053297735e-21,8.853289593794439e-45,123.02712039526375,881.6866382062137
29.0,9.204427717192853e-21,2.1233675094787635e-44,123.02712039526375,881.6866382062137
30.0,1.1383525266741646e-20,-1.1236424697019693e-43,123.02712039526375,881.6866382062137
31.0,1.0313008537410697e-20,-4.1854703034756174e-44,123.02712039526375,881.6866382062137
32.0,8.372969419510285e-21,9.692836943808362e-44,123.02712039526375,881.6866382062137
33.0,5.2425879927621766e-21,3.939418882588469e-44,123.02712039526375,881.6866382062137
34.0,1.2110870719551897e-20,5.411500555548714e-44,123.02712039526375,881.6866382062137
35.0,1.0468038852110171e-20,-4.264928867700288e-44,123.02712039526375,881.6866382062137
36.0,5.616946027279887e-21,2.807957141760331e-44,123.02712039526375,881.6866382062137
37.0,9.620428932278724e-21,2.9867148545316195e-44,123.02712039526375,881.6866382062137
38.0,8.308358915378538e-21,2.924296268354946e-44,123.02712039526375,881.6866382062137
39.0,6.899115026935853e-21,6.764575685023017e-44,123.02712039526375,881.6866382062137
40.0,7.795877438253682e-21,-1.5035752909358379e-44,123.02712039526375,881.6866382062137
41.0,1.7734378296752425e-20,8.456515534847397e-44,123.02712039526375,881.6866382062137
42.0,2.6830709534954137e-21,5.063884596937385e-44,123.02712039526375,881.6866382062137
43.0,2.9459360408304898e-21,4.1294155793331755e-44,123.02712039526375,881.6866382062137
44.0,5.2558567843962334e-21,-1.3279260469715175e-44,123.02712039526375,881.6866382062137
45.0,6.408318407733671e-21,4.710452806548946e-44,123.02712039526375,881.6866382062137
46.0,1.4206029733702103e-20,-7.569972285941347e-45,123.02712039526375,881.6866382062137
47.0,1.3220205216407749e-20,-5.782613245128548e-44,123.02712039526375,881.6866382062137
48.0,1.053263625291995e-20,8.318940108413407e-44,123.02712039526375,881.6866382062137
49.0,1.0027951389157223e-20,-8.592137434415121e-44,123.02712039526375,881.6866382062137
50.0,2.0959873137911468e-20,2.5345600971816205e-44,123.02712039526375,881.6866382062137
51.0,1.560882155577302e-20,-9.301287852052424e-45,123.02712039526375,881.6866382062137
52.0,1.670131210421897e-20,-1.4243017284890666e-45,123.02712039526375,881.6866382062137
53.0,1.310849150565736e-20,-2.293887325404517e-44,123.02712039526375,881.6866382062137
54.0,9.194457692173331e-21,9.696943018696047e-44,123.02712039526375,881.6866382062137
55.0,1.614709922788198e-20,9.54839023733508e-44,123.02712039526375,881.6866382062137
56.0,1.546466950549088e-20,6.979677122936925e-44,123.02712039526375,881.6866382062137
57.0,1.4189878239093963e-20,6.799543131884283e-44,123.02712039526375,881.6866382062137
58.0,1.3614554406035952e-20,7.706672826651628e-44,123.02712039526375,881.6866382062137
59.0,2.271163245737529e-20,-7.084945164000181e-44,123.02712039526375,881.6866382062137
60.0,1.0558461429220245e-20,3.2437682831693767e-44,123.02712039526375,881.6866382062137
61.0,2.0657319330020592e-20,1.3994856313842967e-45,123.02712039526375,881.6866382062137
62.0,1.8176793507603145e-20,-3.271537829327554e-44,123.02712039526375,881.6866382062137
63.0,8.304829535193286e-21,1.782390679203398e-44,123.02712039526375,881.6866382062137
64.0,1.1734172826647664e-20,5.113214098825773e-44,123.02712039526375,881.6866382062137
65.0,1.9694684452808553e-20,1.27036240944226e-43,123.02712039526375,881.6866382062137
66.0,2.3669570550481858e-20,-4.436430355692247e-45,123.02712039526375,881.6866382062137
67.0,2.075844113226886e-20,1.1214509831899134e-43,123.02712039526375,881.6866382062137
68.0,1.4376206297920967e-20,-9.501614847176793e-45,123.02712039526375,881.6866382062137
69.0,1.473551361924848e-20,4.622551068568471e-45,123.02712039526375,881.6866382062137
70.0,7.597769062102837e-21,5.73949372048786e-44,123.02712039526375,881.6866382062137
71.0,2.6282132348627088e-20,6.728113377746998e-44,123.02712039526375,881.6866382062137
72.0,1.9200157200818798e-20,-5.406474671309696e-44,123.02712039526375,881.6866382062137
73.0,1.827274772192192e-20,-3.39613547000657e-44,123.02712039526375,881.6866382062137
74.0,1.3354088215823177e-20,-6.181625593092431e-45,123.02712039526375,881.6866382062137
75.0,1.6906073933926754e-20,-4.0898494392416846e-44,123.02712039526375,881.6866382062137
76.0,1.73492320870952e-20,2.2234446810003768e-44,123.02712039526375,881.6866382062137
77.0,1.919358370427303e-20,-7.241499398689779e-44,123.02712039526375,881.6866382062137
78.0,2.878697718442977e-20,1.6519227382106863e-43,123.02712039526375,881.6866382062137
79.0,1.932184101987701e-20,-2.1008199776700113e-44,123.02712039526375,881.6866382062137
80.0,2.4905389340444468e-20,1.3330106045456147e-43,123.02712039526375,881.6866382062137
